system,brand,style,category,canonical_name,canonical_status,supplier_sku,description,size,colour,length_mm,tier2_ex_gst,tier2_inc_gst,carton_qty
aluminium,Aluminium,Quickscreen system,DIY Slat Gate,Aluminium Quickscreen system Satin Black,pending-archetype,,Quickscreen Gate System - 50x50mm GATE SIDE FRAME aluminium 4200mm long BLACK SATIN (GN150A) powder coat,,Satin Black,,85.75,94.33,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system Satin Black,pending-archetype,,Quickscreen Gate System - 17x10mm SCREW COVER aluminium 4200mm long BLACK SATIN (GN150A) powder coat (mates with Quickscreen gate side frame and top/bottom rails),,Satin Black,,7.65,8.42,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system,pending-archetype,,QUICKSCREEN - 10g x 16mm self drilling screws with 2 zinc-aluminum flake coating WAFER HEAD SCREWS with philips drive head 50 PACK,,,,1.35,1.49,
aluminium,Aluminium,Balustrade,Components,Aluminium Balustrade,pending-archetype,,AIRE Aluminium Balustrade - 12gx25mm panhead screw with square drive - SS304HC MILL/SILVER (original SS304 finish) PACK OF 50,,,,3.85,4.24,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system,pending-archetype,,Quickscreen Gate System - JOINER BLOCK for 65mm top/bottom rail Anodised satin aluminium 4 PACK (incl 8 x CSK 50mm long screws),,,,7.5,8.25,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system,pending-archetype,,Quickscreen - 20mm SLAT SPACER nylon - 50 pack (suits Quickscreen side frame & Quickscreen gate side frame),,,,4.95,5.45,
aluminium,Aluminium,Post,Post,50x50 Aluminium Post 1800mm Surfmist,ratified-slat,,50x50 x 1800mm Aluminium Powder-coated Post - SURFMIST,,Surfmist,1800,26.0,28.6,
aluminium,Aluminium,Post,Post,50x50 Aluminium Post 2400mm Surfmist,ratified-slat,,50x50 x 2400mm Aluminium Powder-coated Post - SURFMIST,,Surfmist,2400,26.0,28.6,
aluminium,Aluminium,Xpress,Custom,Aluminium Xpress Night Sky,pending-archetype,,Xpress fence in a box – boundary fencing ALUMINIUM POWDER COATED BLACK 1200MM H x 2000MM W,,Night Sky,,61.36,67.5,
aluminium,Aluminium,Post,Post,50x50 Aluminium Post 2400mm Night Sky,ratified-slat,,50x50 x 2400mm Aluminium Powder-coated Post - NIGHT SKY,,Night Sky,2400,38.55,42.41,
aluminium,Aluminium,Slat,Aluminium,90x16 Aluminium Slat 6100mm Basalt,ratified-slat,,90 x 16.5mm ALI SLAT - (centre web) - 6100mm long - BASALT,,Basalt,6100,55.54,61.09,
aluminium,Aluminium,Slat,Components,90x16 Aluminium Slat 6100mm Monument,ratified-slat,,90 x 16.5mm ALI SLAT - (centre web) - 6100mm long - MONUMENT,,Monument,,55.54,61.09,
aluminium,Aluminium,Quickscreen system,DIY Slat Gate,Aluminium Quickscreen system 5800 Woodland Grey,pending-archetype,,QuickScreen SIDE FRAME - 5800mm long - WOODLAND GREY MATT,5800,Woodland Grey,,24.35,26.79,
aluminium,Aluminium,Quickscreen system,DIY Slat Gate,Aluminium Quickscreen system Woodland Grey,pending-archetype,,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - WOODLAND GREY MATT,,Woodland Grey,,16.92,18.61,
aluminium,Aluminium,Quickscreen system,DIY Slat Gate,Aluminium Quickscreen system Black,pending-archetype,,Quickscreen - 9mm SLAT SPACER nylon - 50 pack (suits Quickscreen side frame & Quickscreen gate side frame),,Black,,2.5,2.75,
aluminium,Aluminium,Quickscreen system,DIY Slat Gate,Aluminium Quickscreen system Woodland Grey,pending-archetype,,QuickScreen SIDE FRAME CAP nylon WOODLAND GREY 2 PACK,,Woodland Grey,,0.6,0.66,
aluminium,Aluminium,Slat,Aluminium,65x16 Aluminium Slat 6100mm Basalt,ratified-slat,,65 x 16.5mm ALI SLAT - (centre web) - 6100mm long - BASALT,6100,Basalt,6100,37.29,41.02,
aluminium,Aluminium,Lifestyle slat,Aluminium,65x16 Aluminium Slat 2400mm Black,ratified-slat,,Lifestyle Slat - 65x16mm - 2400mm long - 3 PACK - BLACK MATT,,Black,,35.0,38.5,
aluminium,Aluminium,Post,Post,65x65 Aluminium Post 6000mm Black,ratified-slat,,6000mm LENGTH - 65x65x3mm Aluminium Powdercoated BLACK - To be cut 2x 3000mm prior to sending,,Black,6000,135.6,149.16,
aluminium,Aluminium,Post,Post,65x65 Aluminium Post 2400mm Surfmist,ratified-slat,,65x65 Powdercoated Aluminium Post @ 2400mm - SURFMIST,2400,Surfmist,2400,56.71,62.38,
aluminium,Aluminium,Xpress,Components,Aluminium Xpress Woodland Grey,pending-archetype,,XPRESS Screening - 40 x 13mm CENTRE SUPPORT RAIL - 5800mm long - SATIN BLACK (GN150A) Includes Snap on Concealed Fixing Cover,,Woodland Grey,5800,39.56,43.52,
aluminium,Aluminium,Slat,Components,65x16 Aluminium Slat 6100mm Black Satin,ratified-slat,,65 x 16.5mm ALI SLAT - (centre web) - 6100mm long - BLACK SATIN (GN150A),,Black Satin,6100,32.95,36.25,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system Black Satin,pending-archetype,,QuickScreen SIDE FRAME - 5800mm long - BLACK SATIN (GN150A),,Black Satin,,23.16,25.48,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system Black Satin,pending-archetype,,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - BLACK SATIN (GN150A),,Black Satin,,15.94,17.53,
aluminium,Aluminium,Quickscreen system,Components,Aluminium Quickscreen system Black,pending-archetype,,QuickScreen SIDE FRAME CAP nylon BLACK (nylon) 2 PACK,,Black,,0.6,0.66,
aluminium,Aluminium,Xpress,Components,Aluminium Xpress Black,pending-archetype,,XPRESS Screening - Centre Support Rail CAP ONLY - BLACK (nylon),,Black,,1.03,1.13,
aluminium,Aluminium,Post,Components,50x50 Aluminium Post 2400mm Black Satin,ratified-slat,,50 x 50 Aluminium Post - 2400mm - Black Satin Only,,Black Satin,2400,40.48,44.53,
aluminium,Aluminium,Prefab panel,Aluminium,Aluminium Prefab panel 3000 Black,pending-archetype,,Six Star - Flat Top Panel - BLACK - 1200x3000mm,3000,Black,3000,103.95,114.35,
aluminium,Aluminium,Prefab panel,Aluminium,Aluminium Prefab panel 2200 x 1200mm Black,pending-archetype,,BLADE 1200mmH PANEL 2200mm Wide x 1200mm High SATIN BLACK - aluminium powder coated ** 50mmx16mm RHS face welded to 40x40x2.4mm rails** (complies to AS1926.1),2200 x 1200mm,Black,,189.0,207.9,
aluminium,Aluminium,Slat,Components,65x16 Aluminium Slat 6100mm Surfmist,ratified-slat,XP-6100-S65-SM,65 x 16.5mm ALI SLAT - (centre web) - 6100mm long - SURFMIST,,Surfmist,,37.29,41.02,
aluminium,Aluminium,Quickscreen system,Aluminium,Aluminium Quickscreen system 5800 Surfmist,pending-archetype,,QS Side Frame - 5800mm - SURFMIST (Lead Times Apply),5800,Surfmist,,24.35,26.79,
aluminium,Aluminium,Quickscreen system,Aluminium,Aluminium Quickscreen system 5800 Surfmist,pending-archetype,,QS Fixing Cover - 5800mm - SURFMIST (Lead Times Apply),5800,Surfmist,,16.92,18.61,
aluminium,Aluminium,Quickscreen system,Aluminium,Aluminium Quickscreen system Surfmist,pending-archetype,,Quickscreen-SIDE FRAME CAP- SURFMIST-2pk (Lead Times Apply),,Surfmist,,0.6,0.66,
aluminium,Aluminium,Slat,Aluminium,65x16 Aluminium Slat 6100mm Dune,ratified-slat,,65 x 16.5mm ALI SLAT - (centre web) - 6100mm long - DUNE,6100,Dune,,37.29,41.02,
aluminium,Aluminium,Quickscreen system,DIY Slat Gate,Aluminium Quickscreen system 5800 Dune,pending-archetype,,QuickScreen SIDE FRAME - 5800mm long - DUNE MATT,5800,Dune,,24.35,26.79,
aluminium,Aluminium,Quickscreen system,Aluminium,Aluminium Quickscreen system 5800 Dune,pending-archetype,,QS Fixing Cover - 5800mm - DUNE(Lead Times Apply),5800,Dune,,16.92,18.61,
aluminium,Aluminium,Aluminium,Aluminium,Aluminium Aluminium 5800 Basalt,pending-archetype,,Fixing Cover - 5800mm - BASALT,5800,Basalt,,16.92,18.61,
aluminium,Aluminium,Aluminium,Aluminium,Aluminium Aluminium 5800 Basalt,pending-archetype,,Side Frame - 5800mm - BASALT,5800,Basalt,,24.35,26.79,
aluminium,Aluminium,Aluminium,Aluminium,Aluminium Aluminium Basalt,pending-archetype,,SIDE FRAME CAP- BASALT- 2pk,,Basalt,,0.6,0.66,
aluminium,Aluminium,Post,Aluminium,50x50 Aluminium Post 2400mm Basalt,ratified-slat,,Aluminium 50 x 50mm Post - 2400mm - BASALT,2400,Basalt,,38.55,42.41,
aluminium,Aluminium,Post,Post,65x65 Aluminium Post 5800mm,ratified-slat,,Aluminium 65x65mm Post - 5800mm - KWILA,,,,187.14,205.85,
aluminium,Aluminium,DIY kit,Custom,Aluminium DIY kit,pending-archetype,,"DIY VERTICAL Slat GATE-65x16mm Slats-Pre-cut Kit-(VERTICAL SWING GATE) - Req Assembly - (Insert height/width/gap here)1.5-2 weeks lead time - (Colour Choice: Black, Monument, Woodland Grey, Basalt, Dune, Surfmist, Paperbark, Primrose, Pearl White)",,,,1.0,1.1,
aluminium,Aluminium,Gate,Gate,Aluminium Gate 950 Black,pending-archetype,1200 Flat Top Al 74mm space Gate Black 950,Aluminium Flat Top Gate Black 1200 x 950,950,Black,950,48.0,52.8,50
aluminium,Aluminium,Gate,Gate,Aluminium Gate 1475 Black,pending-archetype,1200 Flat Top Ali 74mm Space Gate Black 1475,Aluminium Flat Top Gate Black 1200 x 1475,1475,Black,1475,54.0,59.4,50
aluminium,Aluminium,Post,Post,Flanged 50x50 Aluminium Post 1300mm Black,ratified-slat,50x50x2x1300x130x130x5x1 AL WC Black,50 x 50 Flanged Aluminium Post Black 1300,1300,Black,,14.31,15.74,50
aluminium,Aluminium,Post,Post,Flanged 50x50 Aluminium Post 1600mm Black,ratified-slat,50x50x2x1600x130x130x5x1 AL WC Black,50 x 50 Flanged Aluminium Post Black 1600,1600,Black,1600,16.85,18.54,50
aluminium,Aluminium,Post,Post,50x50 Aluminium Post 1800mm Black,ratified-slat,50x50x2x1800 Ali Black Plastic Cap,50 x 50 Aluminium Post 1800 Black,1800,Black,1800,16.85,18.54,50
aluminium,Aluminium,Post,Post,50x50 Aluminium Post 2100mm Black,ratified-slat,50x50x2x2100 Ali Black Plastic Cap,50 x 50 Aluminium Post 2100 Black,2100,Black,2100,16.85,18.54,50
