system,brand,style,category,canonical_name,canonical_status,supplier_sku,description,size,colour,length_mm,tier2_ex_gst,tier2_inc_gst,carton_qty
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Pale Eucalypt,ratified,FMSPE15,Metline Colorbond® Infill Sheet 1490 PALE EUCALYPT,1490,Pale Eucalypt,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Wilderness,ratified,FMSWI15,Metline Colorbond® Infill Sheet 1490 WILDERNESS,1490,Wilderness,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Monument,ratified,FMSMO15,Metline Colorbond® Infill Sheet 1490 MONUMENT,1490,Monument,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Ironstone,ratified,FMSIS15,Metline Colorbond® Infill Sheet 1490 IRONSTONE,1490,Ironstone,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Evening Haze,ratified,FMSEH15,Metline Colorbond® Infill Sheet 1490 EVENING HAZE,1490,Evening Haze,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Dune,ratified,FMSDU15,Metline Colorbond® Infill Sheet 1490 DUNE,1490,Dune,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Domain,ratified,FMSDM15,Metline Colorbond® Infill Sheet 1490 DOMAIN,1490,Domain,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Deep Ocean,ratified,FMSDO15,Metline Colorbond® Infill Sheet 1490 DEEP OCEAN,1490,Deep Ocean,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Cottage Green,ratified,FMSCG15,Metline Colorbond® Infill Sheet 1490 COTTAGE GREEN,1490,Cottage Green,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Manor Red,ratified,FMSMR15,Metline Colorbond® Infill Sheet 1490 MANOR RED,1490,Manor Red,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1490mm Metline Colorbond Infill Sheet Woodland Grey,ratified,FMSWG15,Metline Colorbond® Infill Sheet 1490 WOODLAND GREY,1490,Woodland Grey,1490,15.03,16.53,
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Basalt,ratified,FMSBA18,Metline Colorbond® Infill Sheet 1790 BASALT,1790,Basalt,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Surfmist,ratified,FMSSM18,Metline Colorbond® Infill Sheet 1790 SURFMIST,1790,Surfmist,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Shale Grey,ratified,FMSSG18,Metline Colorbond® Infill Sheet 1790 SHALE GREY,1790,Shale Grey,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Riversand,ratified,FMSRS18,Metline Colorbond® Infill Sheet 1790 RIVERSAND,1790,Riversand,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Paperbark,ratified,FMSPB18,Metline Colorbond® Infill Sheet 1790 PAPERBARK,1790,Paperbark,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Pale Eucalypt,ratified,FMSPE18,Metline Colorbond® Infill Sheet 1790 PALE EUCALYPT,1790,Pale Eucalypt,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Wilderness,ratified,FMSWI18,Metline Colorbond® Infill Sheet 1790 WILDERNESS,1790,Wilderness,1790,18.02,19.82,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Monument,ratified,FMSMO18,Metline Colorbond® Infill Sheet 1790 MONUMENT,1790,Monument,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Ironstone,ratified,FMSIS18,Metline Colorbond® Infill Sheet 1790 IRONSTONE,1790,Ironstone,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Evening Haze,ratified,FMSEH18,Metline Colorbond® Infill Sheet 1790 EVENING HAZE,1790,Evening Haze,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Dune,ratified,FMSDU18,Metline Colorbond® Infill Sheet 1790 DUNE,1790,Dune,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Domain,ratified,FMSDM18,Metline Colorbond® Infill Sheet 1790 DOMAIN,1790,Domain,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Deep Ocean,ratified,FMSDO18,Metline Colorbond® Infill Sheet 1790 DEEP OCEAN,1790,Deep Ocean,1790,16.3,17.93,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Cottage Green,ratified,FMSCG18,Metline Colorbond® Infill Sheet 1790 COTTAGE GREEN,1790,Cottage Green,1790,18.02,19.82,100
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Manor Red,ratified,FMSMR18,Metline Colorbond® Infill Sheet 1790 MANOR RED,1790,Manor Red,1790,16.3,17.93,
colorbond,Metroll,Metline profile,Infill Sheet,1790mm Metline Colorbond Infill Sheet Woodland Grey,ratified,FMSWG18,Metline Colorbond® Infill Sheet 1790 WOODLAND GREY,1790,Woodland Grey,1790,16.3,17.93,50
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Basalt,ratified,FMSBA21,Metline Colorbond® Infill Sheet 2090 BASALT,2090,Basalt,2090,19.4,21.34,100
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Surfmist,ratified,FMSSM21,Metline Colorbond® Infill Sheet 2090 SURFMIST,2090,Surfmist,2090,19.4,21.34,100
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Shale Grey,ratified,FMSSG21,Metline Colorbond® Infill Sheet 2090 SHALE GREY,2090,Shale Grey,2090,19.4,21.34,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Riversand,ratified,FMSRS21,Metline Colorbond® Infill Sheet 2090 RIVERSAND,2090,Riversand,2090,19.4,21.34,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Paperbark,ratified,FMSPB21,Metline Colorbond® Infill Sheet 2090 PAPERBARK,2090,Paperbark,2090,19.4,21.34,100
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Pale Eucalypt,ratified,FMSPE21,Metline Colorbond® Infill Sheet 2090 PALE EUCALYPT,2090,Pale Eucalypt,2090,19.4,21.34,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Wilderness,ratified,FMSWI21,Metline Colorbond® Infill Sheet 2090 WILDERNESS,2090,Wilderness,2090,19.4,21.34,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Monument,ratified,FMSMO21,Metline Colorbond® Infill Sheet 2090 MONUMENT,2090,Monument,2090,19.4,21.34,100
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Ironstone,ratified,FMSIS21,Metline Colorbond® Infill Sheet 2090 IRONSTONE,2090,Ironstone,2090,19.4,21.34,100
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Evening Haze,ratified,FMSEH21,Metline Colorbond® Infill Sheet 2090 EVENING HAZE,2090,Evening Haze,2090,19.4,21.34,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Dune,ratified,FMSDU21,Metline Colorbond® Infill Sheet 2090 DUNE,2090,Dune,2090,19.4,21.34,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Domain,ratified,FMSDM21,Metline Colorbond® Infill Sheet 2090 DOMAIN,2090,Domain,2090,19.4,21.34,100
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Deep Ocean,ratified,FMSDO21,Metline Colorbond® Infill Sheet 2090 DEEP OCEAN,2090,Deep Ocean,2090,19.4,21.34,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Cottage Green,ratified,FMSCG21,Metline Colorbond® Infill Sheet 2090 COTTAGE GREEN,2090,Cottage Green,2090,19.4,21.34,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Manor Red,ratified,FMSMR21,Metline Colorbond® Infill Sheet 2090 MANOR RED,2090,Manor Red,2090,19.4,21.34,
colorbond,Metroll,Metline profile,Infill Sheet,2090mm Metline Colorbond Infill Sheet Woodland Grey,ratified,FMSWG21,Metline Colorbond® Infill Sheet 2090 WOODLAND GREY,2090,Woodland Grey,2090,19.4,21.34,0
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Basalt,ratified,FNSBA15,Trimclad Colorbond® Infill Sheet 1490 BASALT,1490,Basalt,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Surfmist,ratified,FNSSM15,Trimclad Colorbond® Infill Sheet 1490 SURFMIST,1490,Surfmist,1490,13.59,14.95,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Shale Grey,ratified,FNSSG15,Trimclad Colorbond® Infill Sheet 1490 SHALE GREY,1490,Shale Grey,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Riversand,ratified,FNSRS15,Trimclad Colorbond® Infill Sheet 1490 RIVERSAND,1490,Riversand,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Paperbark,ratified,FNSPB15,Trimclad Colorbond® Infill Sheet 1490 PAPERBARK,1490,Paperbark,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Pale Eucalypt,ratified,FNSPE15,Trimclad Colorbond® Infill Sheet 1490 PALE EUCALYPT,1490,Pale Eucalypt,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Wilderness,ratified,FNSWI15,Trimclad Colorbond® Infill Sheet 1490 WILDERNESS,1490,Wilderness,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Monument,ratified,FNSMO15,Trimclad Colorbond® Infill Sheet 1490 MONUMENT,1490,Monument,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Ironstone,ratified,FNSIS15,Trimclad Colorbond® Infill Sheet 1490 IRONSTONE,1490,Ironstone,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Evening Haze,ratified,FNSEH15,Trimclad Colorbond® Infill Sheet 1490 EVENING HAZE,1490,Evening Haze,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Dune,ratified,FNSDU15,Trimclad Colorbond® Infill Sheet 1490 DUNE,1490,Dune,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Domain,ratified,FNSDM15,Trimclad Colorbond® Infill Sheet 1490 DOMAIN,1490,Domain,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Deep Ocean,ratified,FNSDO15,Trimclad Colorbond® Infill Sheet 1490 DEEP OCEAN,1490,Deep Ocean,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Cottage Green,ratified,FNSCG15,Trimclad Colorbond® Infill Sheet 1490 COTTAGE GREEN,1490,Cottage Green,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Manor Red,ratified,FNSMR15,Trimclad Colorbond® Infill Sheet 1490 MANOR RED,1490,Manor Red,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1490mm Colorbond Infill Sheet Woodland Grey,ratified,FNSWG15,Trimclad Colorbond® Infill Sheet 1490 WOODLAND GREY,1490,Woodland Grey,1490,15.03,16.53,
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Basalt,ratified,FNSBA18,Trimclad Colorbond® Infill Sheet 1790 BASALT,1790,Basalt,1790,16.3,17.93,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Surfmist,ratified,FNSSM18,Trimclad Colorbond® Infill Sheet 1790 SURFMIST,1790,Surfmist,1790,16.3,17.93,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Shale Grey,ratified,FNSSG18,Trimclad Colorbond® Infill Sheet 1790 SHALE GREY,1790,Shale Grey,1790,16.3,17.93,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Riversand,ratified,FNSRS18,Trimclad Colorbond® Infill Sheet 1790 RIVERSAND,1790,Riversand,1790,16.3,17.93,
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Paperbark,ratified,FNSPB18,Trimclad Colorbond® Infill Sheet 1790 PAPERBARK,1790,Paperbark,1790,16.3,17.93,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Pale Eucalypt,ratified,FNSPE18,Trimclad Colorbond® Infill Sheet 1790 PALE EUCALYPT,1790,Pale Eucalypt,1790,16.32,17.95,
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Wilderness,ratified,FNSWI18,Trimclad Colorbond® Infill Sheet 1790 WILDERNESS,1790,Wilderness,1790,18.02,19.82,
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Monument,ratified,FNSMO18,Trimclad Colorbond® Infill Sheet 1790 MONUMENT,1790,Monument,1790,16.3,17.93,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Ironstone,ratified,FNSIS18,Trimclad Colorbond® Infill Sheet 1790 IRONSTONE,1790,Ironstone,1790,16.3,17.93,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Evening Haze,ratified,FNSEH18,Trimclad Colorbond® Infill Sheet 1790 EVENING HAZE,1790,Evening Haze,1790,18.02,19.82,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Dune,ratified,FNSDU18,Trimclad Colorbond® Infill Sheet 1790 DUNE,1790,Dune,1790,18.02,19.82,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Domain,ratified,FNSDM18,Trimclad Colorbond® Infill Sheet 1790 DOMAIN,1790,Domain,1790,16.3,17.93,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Deep Ocean,ratified,FNSDO18,Trimclad Colorbond® Infill Sheet 1790 DEEP OCEAN,1790,Deep Ocean,1790,16.3,17.93,100
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Cottage Green,ratified,FNSCG18,Trimclad Colorbond® Infill Sheet 1790 COTTAGE GREEN,1790,Cottage Green,1790,16.3,17.93,
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Manor Red,ratified,FNSMR18,Trimclad Colorbond® Infill Sheet 1790 MANOR RED,1790,Manor Red,1790,16.3,17.93,
colorbond,Metroll,Infill,Infill Sheet,1790mm Colorbond Infill Sheet Woodland Grey,ratified,FNSWG18,Trimclad Colorbond® Infill Sheet 1790 WOODLAND GREY,1790,Woodland Grey,1790,16.3,17.93,100
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Basalt,ratified,FNSBA21,Trimclad Colorbond® Infill Sheet 2090 BASALT,2090,Basalt,2090,19.4,21.34,100
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Cottage Green,ratified,FNSCG21,Trimclad Colorbond® Infill Sheet 2090 COTTAGE GREEN,2090,Cottage Green,2090,19.4,21.34,
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Deep Ocean,ratified,FNSDO21,Trimclad Colorbond® Infill Sheet 2090 DEEP OCEAN,2090,Deep Ocean,2090,19.4,21.34,
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Domain,ratified,FNSDM21,Trimclad Colorbond® Infill Sheet 2090 DOMAIN,2090,Domain,2090,19.4,21.34,100
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Dune,ratified,FNSDU21,Trimclad Colorbond® Infill Sheet 2090 DUNE,2090,Dune,2090,19.4,21.34,100
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Evening Haze,ratified,FNSEH21,Trimclad Colorbond® Infill Sheet 2090 EVENING HAZE,2090,Evening Haze,2090,19.4,21.34,
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Ironstone,ratified,FNSIS21,Trimclad Colorbond® Infill Sheet 2090 IRONSTONE,2090,Ironstone,2090,19.4,21.34,100
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Manor Red,ratified,FNSMR21,Trimclad Colorbond® Infill Sheet 2090 MANOR RED,2090,Manor Red,2090,19.4,21.34,
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Monument,ratified,FNSMO21,Trimclad Colorbond® Infill Sheet 2090 MONUMENT,2090,Monument,2090,19.4,21.34,100
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Pale Eucalypt,ratified,FNSPE21,Trimclad Colorbond® Infill Sheet 2090 PALE EUCALYPT,2090,Pale Eucalypt,2090,20.27,22.3,
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Paperbark,ratified,FNSPB21,Trimclad Colorbond® Infill Sheet 2090 PAPERBARK,2090,Paperbark,2090,19.4,21.34,100
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Riversand,ratified,FNSRS21,Trimclad Colorbond® Infill Sheet 2090 RIVERSAND,2090,Riversand,2090,19.4,21.34,
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Shale Grey,ratified,FNSSG21,Trimclad Colorbond® Infill Sheet 2090 SHALE GREY,2090,Shale Grey,2090,19.4,21.34,
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Surfmist,ratified,FNSSM21,Trimclad Colorbond® Infill Sheet 2090 SURFMIST,2090,Surfmist,2090,19.4,21.34,100
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Wilderness,ratified,FNSWI21,Trimclad Colorbond® Infill Sheet 2090 WILDERNESS,2090,Wilderness,2090,19.4,21.34,
colorbond,Metroll,Infill,Infill Sheet,2090mm Colorbond Infill Sheet Woodland Grey,ratified,FNSWG21,Trimclad Colorbond® Infill Sheet 2090 WOODLAND GREY,2090,Woodland Grey,2090,19.4,21.34,100
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Basalt,ratified,FNSBA12,Trimclad Colorbond® Infill Sheet 1190 BASALT,1190,Basalt,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Cottage Green,ratified,FNSCG12,Trimclad Colorbond® Infill Sheet 1190 COTTAGE GREEN,1190,Cottage Green,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Deep Ocean,ratified,FNSDO12,Trimclad Colorbond® Infill Sheet 1190 DEEP OCEAN,1190,Deep Ocean,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Domain,ratified,FNSDM12,Trimclad Colorbond® Infill Sheet 1190 DOMAIN,1190,Domain,1190,11.98,13.18,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Dune,ratified,FNSDU12,Trimclad Colorbond® Infill Sheet 1190 DUNE,1190,Dune,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Evening Haze,ratified,FNSEH12,Trimclad Colorbond® Infill Sheet 1190 EVENING HAZE,1190,Evening Haze,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Ironstone,ratified,FNSIS12,Trimclad Colorbond® Infill Sheet 1190 IRONSTONE,1190,Ironstone,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Manor Red,ratified,FNSMR12,Trimclad Colorbond® Infill Sheet 1190 MANOR RED,1190,Manor Red,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Monument,ratified,FNSMO12,Trimclad Colorbond® Infill Sheet 1190 MONUMENT,1190,Monument,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Pale Eucalypt,ratified,FNSPE12,Trimclad Colorbond® Infill Sheet 1190 PALE EUCALYPT,1190,Pale Eucalypt,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Paperbark,ratified,FNSPB12,Trimclad Colorbond® Infill Sheet 1190 PAPERBARK,1190,Paperbark,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Riversand,ratified,FNSRS12,Trimclad Colorbond® Infill Sheet 1190 RIVERSAND,1190,Riversand,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Shale Grey,ratified,FNSSG12,Trimclad Colorbond® Infill Sheet 1190 SHALE GREY,1190,Shale Grey,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Surfmist,ratified,FNSSM12,Trimclad Colorbond® Infill Sheet 1190 SURFMIST,1190,Surfmist,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Wilderness,ratified,FNSWI12,Trimclad Colorbond® Infill Sheet 1190 WILDERNESS,1190,Wilderness,1190,12.01,13.21,
colorbond,Metroll,Infill,Infill Sheet,1190mm Colorbond Infill Sheet Woodland Grey,ratified,FNSWG12,Trimclad Colorbond® Infill Sheet 1190 WOODLAND GREY,1190,Woodland Grey,1190,12.01,13.21,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Basalt,ratified,FNPBA18,Colorbond® CPost 1800 BASALT,1800,Basalt,1800,7.06,7.77,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Surfmist,ratified,FNPSM18,Colorbond® CPost 1800 SURFMIST,1800,Surfmist,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Shale Grey,ratified,FNPSG18,Colorbond® CPost 1800 SHALE GREY,1800,Shale Grey,1800,7.06,7.77,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Riversand,ratified,FNPRS18,Colorbond® CPost 1800 RIVERSAND,1800,Riversand,1800,7.06,7.77,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Paperbark,ratified,FNPPB18,Colorbond® CPost 1800 PAPERBARK,1800,Paperbark,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Pale Eucalypt,ratified,FNPPE18,Colorbond® CPost 1800 PALE EUCALYPT,1800,Pale Eucalypt,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Night Sky,ratified,FNPNS18,Colorbond® CPost 1800 NIGHT SKY,1800,Night Sky,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Wilderness,ratified,FNPWI18,Colorbond® CPost 1800 WILDERNESS,1800,Wilderness,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Monument,ratified,FNPMO18,Colorbond® CPost 1800 MONUMENT,1800,Monument,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Ironstone,ratified,FNPIS18,Colorbond® CPost 1800 IRONSTONE,1800,Ironstone,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Evening Haze,ratified,FNPEH18,Colorbond® CPost 1800 EVENING HAZE,1800,Evening Haze,1800,7.06,7.77,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Dune,ratified,FNPDU18,Colorbond® CPost 1800 DUNE,1800,Dune,1800,7.06,7.77,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Domain,ratified,FNPDM18,Colorbond® CPost 1800 DOMAIN,1800,Domain,1800,7.06,7.77,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Deep Ocean,ratified,FNPDO18,Colorbond® CPost 1800 DEEP OCEAN,1800,Deep Ocean,1800,7.06,7.77,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Cottage Green,ratified,FNPCG18,Colorbond® CPost 1800 COTTAGE GREEN,1800,Cottage Green,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Manor Red,ratified,FNPMR18,Colorbond® CPost 1800 MANOR RED,1800,Manor Red,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 1800mm Woodland Grey,ratified,FNPWG18,Colorbond® CPost 1800 WOODLAND GREY,1800,Woodland Grey,1800,7.09,7.8,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Basalt,ratified,FNPBA21,Colorbond® CPost 2100 BASALT,2100,Basalt,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Surfmist,ratified,FNPSM21,Colorbond® CPost 2100 SURFMIST,2100,Surfmist,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Shale Grey,ratified,FNPSG21,Colorbond® CPost 2100 SHALE GREY,2100,Shale Grey,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Riversand,ratified,FNPRS21,Colorbond® CPost 2100 RIVERSAND,2100,Riversand,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Paperbark,ratified,FNPPB21,Colorbond® CPost 2100 PAPERBARK,2100,Paperbark,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Pale Eucalypt,ratified,FNPPE21,Colorbond® CPost 2100 PALE EUCALYPT,2100,Pale Eucalypt,2100,8.27,9.1,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Night Sky,ratified,FNPNS21,Colorbond® CPost 2100 NIGHT SKY,2100,Night Sky,2100,8.26,9.09,
colorbond,Metroll,C POST,C POST,Colorbond C-Post 2100mm Wilderness,ratified,FNPWI21,Colorbond® CPost 2100 WILDERNESS,2100,Wilderness,2100,8.27,9.1,
